order,prime,delta_coeffs,rho,euc_success,dh_success,rescue,best_euc_norm,best_dh_norm,alpha_coeffs,beta_coeffs,alpha_norm_sq
H17,5,"(-1, 1, 2, 0)","(0,1/5,1/5,0)",1,1,0,19/50,7/10,"(-2, -2, -2, -2)","(1, -1, -1, 0)",20
H17,5,"(-1, 1, 2, 1)","(0,3/10,1/5,1/10)",1,1,0,6/25,9/10,"(-2, -2, -2, -2)","(1, -1, -1, 0)",20
H17,5,"(-1, 1, 2, 2)","(0,2/5,1/5,1/5)",1,1,0,7/50,7/10,"(-2, -2, -2, -2)","(1, -1, 0, -1)",20
H17,5,"(-1, 2, -2, -2)","(-2/5,1/5,-1/5,-1/5)",1,1,0,9/50,9/10,"(-2, -2, -2, -2)","(1, 0, 1, 2)",20
H17,5,"(-1, 2, -2, -1)","(-2/5,3/10,-1/5,-1/10)",1,1,0,1/5,1/2,"(-2, -2, -2, -2)","(1, -1, 1, 2)",20
H17,5,"(-1, 2, -2, 0)","(-2/5,2/5,-1/5,0)",1,1,0,13/50,7/10,"(-2, -2, -2, -2)","(1, -1, 1, 2)",20
H17,5,"(-1, 2, -2, 1)","(-2/5,1/2,-1/5,1/10)",1,1,0,13/50,3/5,"(-2, -2, -2, -2)","(1, -2, 2, 2)",20
H17,5,"(-1, 2, -2, 2)","(-2/5,3/5,-1/5,1/5)",1,1,0,1/5,1/2,"(-2, -2, -2, -2)","(2, -2, 1, 2)",20
H17,5,"(-1, 2, -1, -2)","(-3/10,1/5,-1/10,-1/5)",1,1,0,7/25,9/10,"(-2, -2, -2, -2)","(1, -1, -1, 2)",20
H17,5,"(-1, 2, -1, -1)","(-3/10,3/10,-1/10,-1/10)",1,1,0,3/10,2/5,"(-2, -2, -2, -2)","(1, -1, 0, 2)",20
H17,5,"(-1, 2, -1, 0)","(-3/10,2/5,-1/10,0)",1,1,0,9/25,7/10,"(-2, -2, -2, -2)","(1, -2, 1, 2)",20
H17,5,"(-1, 2, -1, 1)","(-3/10,1/2,-1/10,1/10)",1,1,0,13/50,9/10,"(-2, -2, -2, -2)","(1, -2, 1, 2)",20
H17,5,"(-1, 2, -1, 2)","(-3/10,3/5,-1/10,1/5)",1,1,0,1/5,9/10,"(-2, -2, -2, -2)","(1, -2, 2, 1)",20
H17,5,"(-1, 2, 0, -2)","(-1/5,1/5,0,-1/5)",1,1,0,11/50,3/10,"(-2, -2, -2, -2)","(1, -1, -1, 2)",20
H17,5,"(-1, 2, 0, -1)","(-1/5,3/10,0,-1/10)",1,1,0,6/25,9/10,"(-2, -2, -2, -2)","(1, -1, -1, 2)",20
H17,5,"(-1, 2, 0, 0)","(-1/5,2/5,0,0)",1,1,0,3/10,9/10,"(-2, -2, -2, -2)","(1, -2, 1, 2)",20
H17,5,"(-1, 2, 0, 1)","(-1/5,1/2,0,1/10)",1,1,0,1/5,9/10,"(-2, -2, -2, -2)","(1, -1, 1, 0)",20
H17,5,"(-1, 2, 0, 2)","(-1/5,3/5,0,1/5)",1,1,0,7/50,4/5,"(-2, -2, -2, -2)","(2, -2, 0, 0)",20
H17,5,"(-1, 2, 1, -2)","(-1/10,1/5,1/10,-1/5)",1,1,0,1/5,9/10,"(-2, -2, -2, -2)","(1, -1, -2, 1)",20
H17,5,"(-1, 2, 1, -1)","(-1/10,3/10,1/10,-1/10)",1,1,0,11/50,3/5,"(-2, -2, -2, -2)","(1, -1, -1, 1)",20
H17,5,"(-1, 2, 1, 0)","(-1/10,2/5,1/10,0)",1,1,0,7/25,4/5,"(-2, -2, -2, -2)","(1, -1, 0, 0)",20
H17,5,"(-1, 2, 1, 1)","(-1/10,1/2,1/10,1/10)",1,1,0,9/50,9/10,"(-2, -2, -2, -2)","(2, -2, -1, 0)",20
H17,5,"(-1, 2, 1, 2)","(-1/10,3/5,1/10,1/5)",1,1,0,3/25,2/5,"(-2, -2, -2, -2)","(2, -2, 0, 0)",20
H17,5,"(-1, 2, 2, -2)","(0,1/5,1/5,-1/5)",1,1,0,11/50,7/10,"(-2, -2, -2, -2)","(1, -1, -2, 1)",20
H17,5,"(-1, 2, 2, -1)","(0,3/10,1/5,-1/10)",1,1,0,6/25,9/10,"(-2, -2, -2, -2)","(1, -1, -1, 0)",20
H17,5,"(-1, 2, 2, 0)","(0,2/5,1/5,0)",1,1,0,3/10,9/10,"(-2, -2, -2, -2)","(2, -2, -2, 1)",20
H17,5,"(-1, 2, 2, 1)","(0,1/2,1/5,1/10)",1,1,0,1/5,7/10,"(-2, -2, -2, -2)","(2, -2, -1, 0)",20
H17,5,"(-1, 2, 2, 2)","(0,3/5,1/5,1/5)",1,1,0,7/50,9/10,"(-2, -2, -2, -2)","(2, -2, -1, 0)",20
H17,5,"(0, -2, -2, -2)","(-1/5,-3/5,-1/5,-1/5)",1,1,0,9/50,3/10,"(-2, -2, -2, -2)","(-2, 1, 1, 2)",20
H17,5,"(0, -2, -2, -1)","(-1/5,-1/2,-1/5,-1/10)",1,1,0,6/25,3/5,"(-2, -2, -2, -2)","(-2, 1, 1, 1)",20
H17,5,"(0, -2, -2, 0)","(-1/5,-2/5,-1/5,0)",1,1,0,17/50,4/5,"(-2, -2, -2, -2)","(-2, 0, 2, 2)",20
H17,5,"(0, -2, -2, 1)","(-1/5,-3/10,-1/5,1/10)",1,1,0,7/25,3/5,"(-2, -2, -2, -2)","(-2, 1, 2, 0)",20
H17,5,"(0, -2, -2, 2)","(-1/5,-1/5,-1/5,1/5)",1,1,0,13/50,7/10,"(-2, -2, -2, -2)","(-1, 0, 2, 1)",20
H17,5,"(0, -2, -1, -2)","(-1/10,-3/5,-1/10,-1/5)",1,1,0,3/25,7/10,"(-2, -2, -2, -2)","(-2, 1, 0, 1)",20
H17,5,"(0, -2, -1, -1)","(-1/10,-1/2,-1/10,-1/10)",1,1,0,9/50,9/10,"(-2, -2, -2, -2)","(-2, 1, 0, 1)",20
H17,5,"(0, -2, -1, 0)","(-1/10,-2/5,-1/10,0)",1,1,0,7/25,1/2,"(-2, -2, -2, -2)","(-2, 1, 1, 0)",20
H17,5,"(0, -2, -1, 1)","(-1/10,-3/10,-1/10,1/10)",1,1,0,11/50,9/10,"(-2, -2, -2, -2)","(-2, 0, 2, 1)",20
H17,5,"(0, -2, -1, 2)","(-1/10,-1/5,-1/10,1/5)",1,1,0,1/5,7/10,"(-2, -2, -2, -2)","(-2, 1, 2, -1)",20
H17,5,"(0, -2, 0, -2)","(0,-3/5,0,-1/5)",1,1,0,1/10,1/2,"(-2, -2, -2, -2)","(-2, 1, 0, 1)",20
H17,5,"(0, -2, 0, -1)","(0,-1/2,0,-1/10)",1,1,0,4/25,3/5,"(-2, -2, -2, -2)","(-2, 1, 0, 0)",20
H17,5,"(0, -2, 0, 0)","(0,-2/5,0,0)",1,1,0,13/50,3/5,"(-2, -2, -2, -2)","(-2, 1, 1, -1)",20
H17,5,"(0, -2, 0, 1)","(0,-3/10,0,1/10)",1,1,0,1/5,3/5,"(-2, -2, -2, -2)","(-2, 1, 1, -1)",20
H17,5,"(0, -2, 0, 2)","(0,-1/5,0,1/5)",1,1,0,9/50,3/5,"(-2, -2, -2, -2)","(-2, 1, 2, -2)",20
H17,5,"(0, -2, 1, -2)","(1/10,-3/5,1/10,-1/5)",1,1,0,3/25,9/10,"(-2, -2, -2, -2)","(-2, 1, -1, 0)",20
H17,5,"(0, -2, 1, -1)","(1/10,-1/2,1/10,-1/10)",1,1,0,9/50,9/10,"(-2, -2, -2, -2)","(-2, 1, 0, -1)",20
H17,5,"(0, -2, 1, 0)","(1/10,-2/5,1/10,0)",1,1,0,7/25,7/10,"(-2, -2, -2, -2)","(-2, 1, 0, -1)",20
H17,5,"(0, -2, 1, 1)","(1/10,-3/10,1/10,1/10)",1,1,0,11/50,7/10,"(-2, -2, -2, -2)","(-2, 1, 1, -2)",20
H17,5,"(0, -2, 1, 2)","(1/10,-1/5,1/10,1/5)",1,1,0,1/5,9/10,"(-2, -2, -2, -2)","(-2, 1, 1, -2)",20
H17,5,"(0, -2, 2, -2)","(1/5,-3/5,1/5,-1/5)",1,1,0,9/50,4/5,"(-2, -2, -2, -2)","(-2, 2, -2, -2)",20
H17,5,"(0, -2, 2, -1)","(1/5,-1/2,1/5,-1/10)",1,1,0,6/25,3/10,"(-2, -2, -2, -2)","(-2, 2, -1, -2)",20
H17,5,"(0, -2, 2, 0)","(1/5,-2/5,1/5,0)",1,1,0,17/50,9/10,"(-2, -2, -2, -2)","(-2, 1, 0, -1)",20
H17,5,"(0, -2, 2, 1)","(1/5,-3/10,1/5,1/10)",1,1,0,7/25,9/10,"(-2, -2, -2, -2)","(-2, 1, 1, -2)",20
H17,5,"(0, -2, 2, 2)","(1/5,-1/5,1/5,1/5)",1,1,0,13/50,2/5,"(-2, -2, -2, -2)","(-1, 1, 0, -2)",20
H17,5,"(0, -1, -2, -2)","(-1/5,-2/5,-1/5,-1/5)",1,1,0,9/50,9/10,"(-2, -2, -2, -2)","(-2, 0, 1, 2)",20
H17,5,"(0, -1, -2, -1)","(-1/5,-3/10,-1/5,-1/10)",1,1,0,7/25,2/5,"(-2, -2, -2, -2)","(-2, 0, 2, 2)",20
H17,5,"(0, -1, -2, 0)","(-1/5,-1/5,-1/5,0)",1,1,0,11/50,9/10,"(-2, -2, -2, -2)","(-2, 0, 2, 1)",20
H17,5,"(0, -1, -2, 1)","(-1/5,-1/10,-1/5,1/10)",1,1,0,1/5,4/5,"(-2, -2, -2, -2)","(-1, -1, 2, 2)",20
H17,5,"(0, -1, -2, 2)","(-1/5,0,-1/5,1/5)",1,1,0,11/50,3/5,"(-2, -2, -2, -2)","(-1, 0, 2, 0)",20
H17,5,"(0, -1, -1, -2)","(-1/10,-2/5,-1/10,-1/5)",1,1,0,3/25,7/10,"(-2, -2, -2, -2)","(-2, 0, 1, 2)",20
H17,5,"(0, -1, -1, -1)","(-1/10,-3/10,-1/10,-1/10)",1,1,0,11/50,9/10,"(-2, -2, -2, -2)","(-2, 0, 1, 2)",20
H17,5,"(0, -1, -1, 0)","(-1/10,-1/5,-1/10,0)",1,1,0,9/25,7/10,"(-2, -2, -2, -2)","(-2, 0, 2, 1)",20
H17,5,"(0, -1, -1, 1)","(-1/10,-1/10,-1/10,1/10)",1,1,0,17/50,1/2,"(-2, -2, -2, -2)","(-1, 0, 1, 0)",20
H17,5,"(0, -1, -1, 2)","(-1/10,0,-1/10,1/5)",1,1,0,9/25,9/10,"(-2, -2, -2, -2)","(-1, -1, 2, 1)",20
H17,5,"(0, -1, 0, -2)","(0,-2/5,0,-1/5)",1,1,0,1/10,3/5,"(-2, -2, -2, -2)","(-2, 1, 0, 0)",20
H17,5,"(0, -1, 0, -1)","(0,-3/10,0,-1/10)",1,1,0,1/5,1/2,"(-2, -2, -2, -2)","(-2, 1, 1, 0)",20
H17,5,"(0, -1, 0, 0)","(0,-1/5,0,0)",1,1,0,17/50,9/10,"(-2, -2, -2, -2)","(-2, 1, 2, -1)",20
H17,5,"(0, -1, 0, 1)","(0,-1/10,0,1/10)",1,1,0,8/25,3/5,"(-2, -2, -2, -2)","(-1, 0, 1, -1)",20
H17,5,"(0, -1, 0, 2)","(0,0,0,1/5)",1,1,0,17/50,3/5,"(-2, -2, -2, -2)","(-1, 0, 1, -1)",20
H17,5,"(0, -1, 1, -2)","(1/10,-2/5,1/10,-1/5)",1,1,0,3/25,9/10,"(-2, -2, -2, -2)","(-2, 1, -1, 0)",20
H17,5,"(0, -1, 1, -1)","(1/10,-3/10,1/10,-1/10)",1,1,0,11/50,9/10,"(-2, -2, -2, -2)","(-2, 1, 0, -1)",20
H17,5,"(0, -1, 1, 0)","(1/10,-1/5,1/10,0)",1,1,0,9/25,9/10,"(-2, -2, -2, -2)","(-1, 0, 0, -1)",20
H17,5,"(0, -1, 1, 1)","(1/10,-1/10,1/10,1/10)",1,1,0,17/50,7/10,"(-2, -2, -2, -2)","(-1, 0, 0, -1)",20
H17,5,"(0, -1, 1, 2)","(1/10,0,1/10,1/5)",1,1,0,9/25,7/10,"(-2, -2, -2, -2)","(-1, 0, 1, -2)",20
H17,5,"(0, -1, 2, -2)","(1/5,-2/5,1/5,-1/5)",1,1,0,9/50,9/10,"(-2, -2, -2, -2)","(-2, 2, -1, -2)",20
H17,5,"(0, -1, 2, -1)","(1/5,-3/10,1/5,-1/10)",1,1,0,7/25,4/5,"(-2, -2, -2, -2)","(-1, 1, -2, -2)",20
H17,5,"(0, -1, 2, 0)","(1/5,-1/5,1/5,0)",1,1,0,11/50,3/10,"(-2, -2, -2, -2)","(-1, 1, -1, -2)",20
H17,5,"(0, -1, 2, 1)","(1/5,-1/10,1/5,1/10)",1,1,0,1/5,9/10,"(-2, -2, -2, -2)","(-1, 0, 0, -1)",20
H17,5,"(0, -1, 2, 2)","(1/5,0,1/5,1/5)",1,1,0,11/50,9/10,"(-2, -2, -2, -2)","(-1, 0, 1, -2)",20
H17,5,"(0, 0, -2, -2)","(-1/5,-1/5,-1/5,-1/5)",1,1,0,13/50,4/5,"(-2, -2, -2, -2)","(-2, 0, 2, 2)",20
H17,5,"(0, 0, -2, -1)","(-1/5,-1/10,-1/5,-1/10)",1,1,0,1/5,9/10,"(-2, -2, -2, -2)","(-1, -1, 1, 2)",20
H17,5,"(0, 0, -2, 0)","(-1/5,0,-1/5,0)",1,1,0,9/50,2/5,"(-2, -2, -2, -2)","(-1, -1, 2, 2)",20
H17,5,"(0, 0, -2, 1)","(-1/5,1/10,-1/5,1/10)",1,1,0,1/5,9/10,"(-2, -2, -2, -2)","(-1, -1, 2, 1)",20
H17,5,"(0, 0, -2, 2)","(-1/5,1/5,-1/5,1/5)",1,1,0,13/50,4/5,"(-2, -2, -2, -2)","(0, -2, 2, 2)",20
H17,5,"(0, 0, -1, -2)","(-1/10,-1/5,-1/10,-1/5)",1,1,0,1/5,1/2,"(-2, -2, -2, -2)","(-1, 0, 0, 1)",20
H17,5,"(0, 0, -1, -1)","(-1/10,-1/10,-1/10,-1/10)",1,1,0,17/50,7/10,"(-2, -2, -2, -2)","(-1, -1, 1, 2)",20
H17,5,"(0, 0, -1, 0)","(-1/10,0,-1/10,0)",1,1,0,8/25,9/10,"(-2, -2, -2, -2)","(-1, -1, 1, 2)",20
H17,5,"(0, 0, -1, 1)","(-1/10,1/10,-1/10,1/10)",1,1,0,17/50,7/10,"(-2, -2, -2, -2)","(-1, -1, 2, 1)",20
H17,5,"(0, 0, -1, 2)","(-1/10,1/5,-1/10,1/5)",1,1,0,1/5,1/2,"(-2, -2, -2, -2)","(0, -1, 1, 0)",20
H17,5,"(0, 0, 0, -2)","(0,-1/5,0,-1/5)",1,1,0,9/50,3/5,"(-2, -2, -2, -2)","(-1, 0, -1, 1)",20
H17,5,"(0, 0, 0, -1)","(0,-1/10,0,-1/10)",1,1,0,8/25,3/5,"(-2, -2, -2, -2)","(-1, 0, 0, 0)",20
H17,5,"(0, 0, 0, 1)","(0,1/10,0,1/10)",1,1,0,8/25,9/10,"(-2, -2, -2, -2)","(-1, 0, 2, -1)",20
H17,5,"(0, 0, 0, 2)","(0,1/5,0,1/5)",1,1,0,9/50,3/5,"(-2, -2, -2, -2)","(0, -1, 1, -1)",20
H17,5,"(0, 0, 1, -2)","(1/10,-1/5,1/10,-1/5)",1,1,0,1/5,7/10,"(-2, -2, -2, -2)","(-1, 0, -1, 0)",20
H17,5,"(0, 0, 1, -1)","(1/10,-1/10,1/10,-1/10)",1,1,0,17/50,9/10,"(-2, -2, -2, -2)","(-1, 0, -1, 0)",20
H17,5,"(0, 0, 1, 0)","(1/10,0,1/10,0)",1,1,0,8/25,9/10,"(-2, -2, -2, -2)","(-1, 0, 0, -1)",20
H17,5,"(0, 0, 1, 1)","(1/10,1/10,1/10,1/10)",1,1,0,17/50,9/10,"(-2, -2, -2, -2)","(0, -1, 0, -1)",20
H17,5,"(0, 0, 1, 2)","(1/10,1/5,1/10,1/5)",1,1,0,1/5,7/10,"(-2, -2, -2, -2)","(0, -1, 0, -1)",20
H17,5,"(0, 0, 2, -2)","(1/5,-1/5,1/5,-1/5)",1,1,0,13/50,9/10,"(-2, -2, -2, -2)","(-1, 0, -1, 0)",20
H17,5,"(0, 0, 2, -1)","(1/5,-1/10,1/5,-1/10)",1,1,0,1/5,9/10,"(-2, -2, -2, -2)","(-1, 1, -1, -2)",20
H17,5,"(0, 0, 2, 0)","(1/5,0,1/5,0)",1,1,0,9/50,4/5,"(-2, -2, -2, -2)","(0, 0, -2, -2)",20
H17,5,"(0, 0, 2, 1)","(1/5,1/10,1/5,1/10)",1,1,0,1/5,3/10,"(-2, -2, -2, -2)","(0, 0, -1, -2)",20
H17,5,"(0, 0, 2, 2)","(1/5,1/5,1/5,1/5)",1,1,0,13/50,9/10,"(-2, -2, -2, -2)","(0, -1, 0, -1)",20
H17,5,"(0, 1, -2, -2)","(-1/5,0,-1/5,-1/5)",1,1,0,11/50,9/10,"(-2, -2, -2, -2)","(-1, 0, 1, 2)",20
H17,5,"(0, 1, -2, -1)","(-1/5,1/10,-1/5,-1/10)",1,1,0,1/5,4/5,"(-2, -2, -2, -2)","(-1, -1, 2, 2)",20
H17,5,"(0, 1, -2, 0)","(-1/5,1/5,-1/5,0)",1,1,0,11/50,9/10,"(-2, -2, -2, -2)","(0, -2, 1, 2)",20
H17,5,"(0, 1, -2, 1)","(-1/5,3/10,-1/5,1/10)",1,1,0,7/25,2/5,"(-2, -2, -2, -2)","(0, -2, 2, 2)",20
H17,5,"(0, 1, -2, 2)","(-1/5,2/5,-1/5,1/5)",1,1,0,9/50,9/10,"(-2, -2, -2, -2)","(0, -2, 2, 1)",20
H17,5,"(0, 1, -1, -2)","(-1/10,0,-1/10,-1/5)",1,1,0,9/25,9/10,"(-2, -2, -2, -2)","(-1, -1, 1, 2)",20
H17,5,"(0, 1, -1, -1)","(-1/10,1/10,-1/10,-1/10)",1,1,0,17/50,1/2,"(-2, -2, -2, -2)","(0, -1, 0, 1)",20
H17,5,"(0, 1, -1, 0)","(-1/10,1/5,-1/10,0)",1,1,0,9/25,7/10,"(-2, -2, -2, -2)","(0, -2, 1, 2)",20
H17,5,"(0, 1, -1, 1)","(-1/10,3/10,-1/10,1/10)",1,1,0,11/50,9/10,"(-2, -2, -2, -2)","(0, -2, 1, 2)",20
H17,5,"(0, 1, -1, 2)","(-1/10,2/5,-1/10,1/5)",1,1,0,3/25,7/10,"(-2, -2, -2, -2)","(0, -2, 2, 1)",20
H17,5,"(0, 1, 0, -2)","(0,0,0,-1/5)",1,1,0,17/50,3/5,"(-2, -2, -2, -2)","(0, -1, -1, 1)",20
H17,5,"(0, 1, 0, -1)","(0,1/10,0,-1/10)",1,1,0,8/25,3/5,"(-2, -2, -2, -2)","(0, -1, -1, 1)",20
H17,5,"(0, 1, 0, 0)","(0,1/5,0,0)",1,1,0,17/50,3/5,"(-2, -2, -2, -2)","(0, -1, 0, 0)",20
H17,5,"(0, 1, 0, 1)","(0,3/10,0,1/10)",1,1,0,1/5,1/2,"(-2, -2, -2, -2)","(0, -1, 1, 0)",20
H17,5,"(0, 1, 0, 2)","(0,2/5,0,1/5)",1,1,0,1/10,9/10,"(-2, -2, -2, -2)","(0, -1, 2, -1)",20
H17,5,"(0, 1, 1, -2)","(1/10,0,1/10,-1/5)",1,1,0,9/25,7/10,"(-2, -2, -2, -2)","(0, -1, -2, 1)",20
H17,5,"(0, 1, 1, -1)","(1/10,1/10,1/10,-1/10)",1,1,0,17/50,7/10,"(-2, -2, -2, -2)","(0, -1, -1, 0)",20
H17,5,"(0, 1, 1, 0)","(1/10,1/5,1/10,0)",1,1,0,9/25,9/10,"(-2, -2, -2, -2)","(0, -1, -1, 0)",20
H17,5,"(0, 1, 1, 1)","(1/10,3/10,1/10,1/10)",1,1,0,11/50,9/10,"(-2, -2, -2, -2)","(0, -1, 0, -1)",20
H17,5,"(0, 1, 1, 2)","(1/10,2/5,1/10,1/5)",1,1,0,3/25,9/10,"(-2, -2, -2, -2)","(1, -2, 0, -1)",20
H17,5,"(0, 1, 2, -2)","(1/5,0,1/5,-1/5)",1,1,0,11/50,9/10,"(-2, -2, -2, -2)","(0, -1, -2, 1)",20
H17,5,"(0, 1, 2, -1)","(1/5,1/10,1/5,-1/10)",1,1,0,1/5,9/10,"(-2, -2, -2, -2)","(0, -1, -1, 0)",20
H17,5,"(0, 1, 2, 0)","(1/5,1/5,1/5,0)",1,1,0,11/50,9/10,"(-2, -2, -2, -2)","(0, 0, -1, -2)",20
H17,5,"(0, 1, 2, 1)","(1/5,3/10,1/5,1/10)",1,1,0,7/25,4/5,"(-2, -2, -2, -2)","(1, -1, -2, -2)",20
H17,5,"(0, 1, 2, 2)","(1/5,2/5,1/5,1/5)",1,1,0,9/50,3/10,"(-2, -2, -2, -2)","(1, -1, -1, -2)",20
H17,5,"(0, 2, -2, -2)","(-1/5,1/5,-1/5,-1/5)",1,1,0,13/50,7/10,"(-2, -2, -2, -2)","(0, -1, 1, 2)",20
H17,5,"(0, 2, -2, -1)","(-1/5,3/10,-1/5,-1/10)",1,1,0,7/25,9/10,"(-2, -2, -2, -2)","(0, -1, 1, 2)",20
H17,5,"(0, 2, -2, 0)","(-1/5,2/5,-1/5,0)",1,1,0,17/50,4/5,"(-2, -2, -2, -2)","(0, -2, 2, 2)",20
H17,5,"(0, 2, -2, 1)","(-1/5,1/2,-1/5,1/10)",1,1,0,6/25,3/5,"(-2, -2, -2, -2)","(1, -2, 1, 1)",20
H17,5,"(0, 2, -2, 2)","(-1/5,3/5,-1/5,1/5)",1,1,0,9/50,3/10,"(-2, -2, -2, -2)","(1, -2, 2, 1)",20
H17,5,"(0, 2, -1, -2)","(-1/10,1/5,-1/10,-1/5)",1,1,0,1/5,3/5,"(-2, -2, -2, -2)","(0, -1, 0, 2)",20
H17,5,"(0, 2, -1, -1)","(-1/10,3/10,-1/10,-1/10)",1,1,0,11/50,9/10,"(-2, -2, -2, -2)","(0, -2, 1, 2)",20
H17,5,"(0, 2, -1, 0)","(-1/10,2/5,-1/10,0)",1,1,0,7/25,1/2,"(-2, -2, -2, -2)","(1, -2, 0, 1)",20
H17,5,"(0, 2, -1, 1)","(-1/10,1/2,-1/10,1/10)",1,1,0,9/50,7/10,"(-2, -2, -2, -2)","(1, -2, 0, 1)",20
H17,5,"(0, 2, -1, 2)","(-1/10,3/5,-1/10,1/5)",1,1,0,3/25,7/10,"(-2, -2, -2, -2)","(1, -2, 1, 0)",20
H17,5,"(0, 2, 0, -2)","(0,1/5,0,-1/5)",1,1,0,9/50,9/10,"(-2, -2, -2, -2)","(0, -1, 0, 1)",20
H17,5,"(0, 2, 0, -1)","(0,3/10,0,-1/10)",1,1,0,1/5,3/5,"(-2, -2, -2, -2)","(1, -2, -1, 1)",20
H17,5,"(0, 2, 0, 0)","(0,2/5,0,0)",1,1,0,13/50,3/5,"(-2, -2, -2, -2)","(1, -2, -1, 1)",20
H17,5,"(0, 2, 0, 1)","(0,1/2,0,1/10)",1,1,0,4/25,3/5,"(-2, -2, -2, -2)","(1, -2, 0, 0)",20
H17,5,"(0, 2, 0, 2)","(0,3/5,0,1/5)",1,1,0,1/10,1/2,"(-2, -2, -2, -2)","(1, -2, 1, 0)",20
H17,5,"(0, 2, 1, -2)","(1/10,1/5,1/10,-1/5)",1,1,0,1/5,9/10,"(-2, -2, -2, -2)","(1, -2, -2, 1)",20
H17,5,"(0, 2, 1, -1)","(1/10,3/10,1/10,-1/10)",1,1,0,11/50,7/10,"(-2, -2, -2, -2)","(1, -2, -2, 1)",20
H17,5,"(0, 2, 1, 0)","(1/10,2/5,1/10,0)",1,1,0,7/25,7/10,"(-2, -2, -2, -2)","(1, -2, -1, 0)",20
H17,5,"(0, 2, 1, 1)","(1/10,1/2,1/10,1/10)",1,1,0,9/50,9/10,"(-2, -2, -2, -2)","(1, -2, -1, 0)",20
H17,5,"(0, 2, 1, 2)","(1/10,3/5,1/10,1/5)",1,1,0,3/25,9/10,"(-2, -2, -2, -2)","(1, -2, 0, -1)",20
H17,5,"(0, 2, 2, -2)","(1/5,1/5,1/5,-1/5)",1,1,0,13/50,2/5,"(-2, -2, -2, -2)","(1, -1, -2, 0)",20
H17,5,"(0, 2, 2, -1)","(1/5,3/10,1/5,-1/10)",1,1,0,7/25,9/10,"(-2, -2, -2, -2)","(1, -2, -2, 1)",20
H17,5,"(0, 2, 2, 0)","(1/5,2/5,1/5,0)",1,1,0,17/50,9/10,"(-2, -2, -2, -2)","(1, -2, -1, 0)",20
H17,5,"(0, 2, 2, 1)","(1/5,1/2,1/5,1/10)",1,1,0,6/25,9/10,"(-2, -2, -2, -2)","(1, -1, -1, -2)",20
H17,5,"(0, 2, 2, 2)","(1/5,3/5,1/5,1/5)",1,1,0,9/50,4/5,"(-2, -2, -2, -2)","(2, -2, -2, -2)",20
H17,5,"(1, -2, -2, -2)","(0,-3/5,-1/5,-1/5)",1,1,0,7/50,1/2,"(-2, -2, -2, -2)","(-2, 1, 0, 1)",20
H17,5,"(1, -2, -2, -1)","(0,-1/2,-1/5,-1/10)",1,1,0,1/5,7/10,"(-2, -2, -2, -2)","(-2, 0, 1, 2)",20
H17,5,"(1, -2, -2, 0)","(0,-2/5,-1/5,0)",1,1,0,3/10,3/5,"(-2, -2, -2, -2)","(-2, 0, 1, 1)",20
H17,5,"(1, -2, -2, 1)","(0,-3/10,-1/5,1/10)",1,1,0,6/25,2/5,"(-2, -2, -2, -2)","(-2, 0, 2, 0)",20
H17,5,"(1, -2, -2, 2)","(0,-1/5,-1/5,1/5)",1,1,0,11/50,9/10,"(-2, -2, -2, -2)","(-2, 0, 2, -1)",20
H17,5,"(1, -2, -1, -2)","(1/10,-3/5,-1/10,-1/5)",1,1,0,3/25,9/10,"(-2, -2, -2, -2)","(-2, 1, -1, 0)",20
H17,5,"(1, -2, -1, -1)","(1/10,-1/2,-1/10,-1/10)",1,1,0,9/50,9/10,"(-2, -2, -2, -2)","(-2, 0, 0, 1)",20
H17,5,"(1, -2, -1, 0)","(1/10,-2/5,-1/10,0)",1,1,0,7/25,7/10,"(-2, -2, -2, -2)","(-2, 0, 1, 0)",20
H17,5,"(1, -2, -1, 1)","(1/10,-3/10,-1/10,1/10)",1,1,0,11/50,1/2,"(-2, -2, -2, -2)","(-2, 0, 1, 0)",20
H17,5,"(1, -2, -1, 2)","(1/10,-1/5,-1/10,1/5)",1,1,0,1/5,3/10,"(-2, -2, -2, -2)","(-2, 0, 2, -1)",20
H17,5,"(1, -2, 0, -2)","(1/5,-3/5,0,-1/5)",1,1,0,7/50,3/10,"(-2, -2, -2, -2)","(-2, 1, -1, 0)",20
H17,5,"(1, -2, 0, -1)","(1/5,-1/2,0,-1/10)",1,1,0,1/5,3/5,"(-2, -2, -2, -2)","(-2, 1, -1, -1)",20
H17,5,"(1, -2, 0, 0)","(1/5,-2/5,0,0)",1,1,0,3/10,4/5,"(-2, -2, -2, -2)","(-2, 0, 0, 0)",20
H17,5,"(1, -2, 0, 1)","(1/5,-3/10,0,1/10)",1,1,0,6/25,3/5,"(-2, -2, -2, -2)","(-2, 0, 1, -1)",20
H17,5,"(1, -2, 0, 2)","(1/5,-1/5,0,1/5)",1,1,0,11/50,9/10,"(-2, -2, -2, -2)","(-2, 0, 1, -2)",20
H17,5,"(1, -2, 1, -2)","(3/10,-3/5,1/10,-1/5)",1,1,0,1/5,7/10,"(-2, -2, -2, -2)","(-2, 1, -2, -1)",20
H17,5,"(1, -2, 1, -1)","(3/10,-1/2,1/10,-1/10)",1,1,0,13/50,9/10,"(-2, -2, -2, -2)","(-2, 1, -2, -1)",20
